vid_ID,frame_num,task_var,event,huj_0,huj_1,huj_2
XhkSoXQj9T8,500,b,protest,5,0,0
GUXGq5NlBOQ,4710,b,wedding,31,0,3
aFJ7U95QQx4,1562,b,wedding,87,53,86
Gwz0Z1qY5Wc,1859,b,wedding,97,100,100
5zpgg8lQchg,850,b,wedding,12,23,4
Gyt7uyHxJfo,874,b,wedding,100,100,100
eYGGZV-JqvI,1590,b,wedding,12,1,2
4gRjBTFH4mM,350,b,medical procedure (other than COVID test),93,82,63
g5r3RI8AG84,4234,b,medical procedure (other than COVID test),34,77,26
olqe6KS5FmM,1500,b,medical procedure (other than COVID test),28,52,19
34W38Agu0jg,462,b,medical procedure (other than COVID test),46,91,59
Iu5Zn5dF50M,1540,b,medical procedure (other than COVID test),17,0,73
nZ5ARMIiQ4A,693,b,medical procedure (other than COVID test),7,5,50
banner44,1485,b,parade,6,15,0
cMyKA8oVgdQ,3770,b,parade,99,100,100
t9uDYv8y93g,708,b,parade,87,100,35
rIcQ4Knm0Ks,3300,b,parade,100,100,100
banner01,4032,b,parade,7,0,0
banner13,5040,b,parade,5,0,0
uf6jIXtHQ8c,748,b,parade,5,7,4
banner23,6930,b,parade,8,10,17
Mwq_a5R-iLY,742,b,parade,72,83,100
NOGQ3tzoXE8,495,b,parade,3,6,17
banner58,1024,b,parade,6,8,5
banner12,2278,b,parade,7,11,3
NUoY6aBmKNY,2544,b,protest,6,5,8
bM6Dy1O13GU,292,b,protest,60,25,7
banner39,1530,b,protest,58,90,97
2pp33MkzdFI,940,b,protest,49,64,29
banner62,5328,b,protest,2,3,3
banner66,162,b,protest,66,71,66
7d8gP_PZMjc,88,b,birthday party,97,57,77
46xhFCXBMJs,10738,b,birthday party,3,10,9
31U5E5xbm9Y,14025,b,birthday party,6,0,0
4qpTg5E1Xok,4123,b,birthday party,9,0,0
cNtI9QczpnA,2132,b,birthday party,5,4,0
-5VIQPJ8YOA,1900,b,birthday party,93,100,27
FyLdDChK6sE,2176,b,wedding,100,100,89
0n3gVXmbG-I,13210,b,wedding,100,100,94
9UdFlj9077A,27100,b,wedding,100,100,100
eISbZutaed8,4587,b,wedding,15,39,69
eMlspUkrUp4,2214,b,wedding,10,13,52
HzediMWGPVA,756,b,wedding,12,78,72
f_uM1i53Y-s,108,b,medical procedure (other than COVID test),14,0,2
nfV3pWn3rIA,957,b,medical procedure (other than COVID test),1,0,3
DST89EJIPzI,3094,b,medical procedure (other than COVID test),91,59,71
eFTcf7SovK4,2175,b,medical procedure (other than COVID test),100,75,98
9WayjX6vCdk,2492,b,medical procedure (other than COVID test),4,40,50
oh0gHw8JCRk,1768,b,medical procedure (other than COVID test),50,10,15
DEiapWRTPIU,3232,b,medical procedure (other than COVID test),5,7,0
f_uM1i53Y-s,3564,b,medical procedure (other than COVID test),5,4,0
nZ5ARMIiQ4A,1782,b,medical procedure (other than COVID test),3,49,6
AAFG_UAyTt0,303,b,medical procedure (other than COVID test),6,0,60
co8sDzBuUqI,5214,b,medical procedure (other than COVID test),4,50,79
bGElL___Dz0,1088,b,medical procedure (other than COVID test),5,1,3
x9l_yFj3F6U,308,b,protest,5,0,4
zMqfwJmtRKs,2057,b,protest,41,36,50
banner37,14184,b,protest,81,53,56
banner45,5236,b,protest,74,62,59
banner12,2332,b,protest,82,100,98
6rQAzqQO83E,720,b,protest,77,100,95
kU3Euj7-xVM,1116,b,COVID test,4,33,5
DWyUaFsyd-g,792,b,COVID test,5,53,6
_VOXeUDJf9I,1450,b,COVID test,7,100,5
mSbitxEwU2M,74,b,COVID test,5,17,5
Ns4Ml5sPGSo,4768,b,COVID test,7,73,4
nfV3pWn3rIA,1392,b,COVID test,3,9,5
R-ekIKPVPLU,1037,b,medical procedure (other than COVID test),85,50,58
dOkNrT6qqSU,1015,b,medical procedure (other than COVID test),5,2,0
g5r3RI8AG84,4088,b,medical procedure (other than COVID test),80,88,100
n0-ZA-bUF_o,1498,b,medical procedure (other than COVID test),9,1,0
nfV3pWn3rIA,261,b,medical procedure (other than COVID test),11,0,20
HkWGjt1p9-0,1342,b,medical procedure (other than COVID test),6,1,0
yKOfh_rc7HY,3264,b,protest,16,0,5
6JIdatdtxC4,0,b,protest,1,1,5
banner43,627,b,protest,91,100,70
banner37,0,b,protest,9,5,4
YWcPcm7tgIw,900,b,protest,0,0,3
banner23,1188,b,protest,92,100,73
CtZpSbLwLUM,125,b,medical procedure (other than COVID test),5,23,2
cIuGwaBFX8I,1290,b,medical procedure (other than COVID test),56,85,20
AAFG_UAyTt0,707,b,medical procedure (other than COVID test),52,23,23
tB3ScSis4ZI,321,b,medical procedure (other than COVID test),6,0,2
Ed_AMtyvreU,2940,b,medical procedure (other than COVID test),8,4,3
RvGDhjkZ_Gg,1113,b,medical procedure (other than COVID test),42,16,13
utcuUvRYxfI,1854,b,medical procedure (other than COVID test),0,13,50
ChnkhihFLrI,339,b,medical procedure (other than COVID test),51,0,0
DST89EJIPzI,0,b,medical procedure (other than COVID test),50,58,49
ECJxSZXBBk8,344,b,medical procedure (other than COVID test),54,62,10
"""-BCDM4i3Cho""",1848,b,medical procedure (other than COVID test),100,90,1
nGbf84wW3-M,2190,b,medical procedure (other than COVID test),53,50,66
Gyt7uyHxJfo,1059,b,birthday party,4,0,6
D9EjcfgEaNo,11304,b,birthday party,48,37,43
AxlDl0L8zt8,255,b,birthday party,4,7,10
fsucWkxGVE4,513,b,birthday party,6,73,25
CTogUTHyO9M,3388,b,birthday party,10,15,1
759-RoOmxeo,5941,b,birthday party,8,0,3
0KmTzoa18XQ,1610,b,COVID test,14,47,97
Hdjm5SEBl8A,97,b,COVID test,4,11,99
DEiapWRTPIU,1818,b,COVID test,92,100,55
N83_Oe-yJU8,880,b,COVID test,5,39,3
eFTcf7SovK4,300,b,COVID test,9,2,2
xhXThd33-cM,1974,b,COVID test,6,52,1
banner27,2664,b,protest,82,100,5
banner65,2108,b,protest,19,100,96
banner13,2160,b,protest,13,79,30
QbC6dLG_dQY,102,b,protest,11,2,4
lumus1QxrPY,1705,b,protest,12,0,9
XwGJJR07cp4,1270,b,protest,34,5,45
banner38,1035,b,parade,9,0,34
nUJVF25soJA,1411,b,parade,6,65,79
QbC6dLG_dQY,1377,b,parade,47,100,98
RjyFJj1K9gU,2640,b,parade,5,80,1
banner26,1326,b,parade,6,5,2
banner19,1144,b,parade,3,0,25
eVBD7TQLS-E,0,b,COVID test,4,1,1
LCW07ojT-Ak,2494,b,COVID test,8,1,0
RvGDhjkZ_Gg,1749,b,COVID test,51,38,5
PAfdeTlwa7s,2530,b,COVID test,7,48,1
4mPI1ILo17w,1044,b,COVID test,4,50,0
vl4qPtARm2E,4644,b,COVID test,6,22,0
PeQhZpfuEx0,106,b,COVID test,5,34,0
MEiGp8pIuXM,2704,b,COVID test,7,50,0
14mRmD8zHOk,0,b,COVID test,8,25,1
79zs_gX2y5Q,8092,b,COVID test,72,0,10
0mzkqSEk-tw,4445,b,COVID test,6,100,0
BoHNtTQGnsU,2187,b,COVID test,93,54,80
6JIdatdtxC4,1155,b,protest,93,92,75
banner47,114,b,protest,92,100,85
RjyFJj1K9gU,1760,b,protest,4,0,2
UXEKw2QFUa4,256,b,protest,1,0,13
banner18,2950,b,protest,56,100,99
banner45,2244,b,protest,52,82,64
HzediMWGPVA,588,b,wedding,10,94,88
_UkzUg-UIHQ,627,b,wedding,6,0,53
DVA0Np9bIO4,1551,b,wedding,6,0,4
Gwz0Z1qY5Wc,0,b,wedding,5,0,5
de8dLXvgV-I,17856,b,wedding,100,100,100
aFJ7U95QQx4,852,b,wedding,61,91,72
2um9Pbu5BO4,2890,b,birthday party,5,0,5
byhX5cDBYxA,4550,b,birthday party,7,70,4
G7Qs8ewt8B4,1800,b,birthday party,57,100,78
9VP1n9zTk38,1393,b,birthday party,7,0,24
fxzxifJEE_8,363,b,birthday party,96,100,34
2DFAQAGZEAs,3360,b,birthday party,6,100,36
DST89EJIPzI,833,b,COVID test,39,61,46
Fj5R_U2TaPk,2044,b,COVID test,5,69,4
DWyUaFsyd-g,552,b,COVID test,7,21,3
Sc3GnZFDstw,3255,b,COVID test,4,10,5
5j33uNevAKw,2756,b,COVID test,5,0,2
DSrWjVyxEeg,70,b,COVID test,10,27,16
banner47,1368,b,protest,92,51,77
6JIdatdtxC4,1694,b,protest,47,100,77
UXEKw2QFUa4,2560,b,protest,5,0,2
banner63,3222,b,protest,21,100,98
fNu-RiZEhqk,3013,b,protest,4,0,3
banner18,4012,b,protest,100,100,96
HzediMWGPVA,546,b,wedding,61,97,25
dI6S2OZBY4E,436,b,wedding,47,23,95
7NSDVV0g-Eo,772,b,wedding,76,95,30
b9fnQSJOXDA,217,b,wedding,3,0,0
DeQc9JcUhMA,4536,b,wedding,7,0,0
de8dLXvgV-I,20832,b,wedding,100,0,100
nnqZqPuPQ7E,2755,b,medical procedure (other than COVID test),30,0,3
HJsKFGUE-Ak,5292,b,medical procedure (other than COVID test),1,1,4
9_81OUez2bw,312,b,medical procedure (other than COVID test),100,100,94
R-ekIKPVPLU,305,b,medical procedure (other than COVID test),28,0,2
IV4fpTCAUUM,244,b,medical procedure (other than COVID test),31,10,2
ECJxSZXBBk8,2924,b,medical procedure (other than COVID test),21,5,48
cBr1FeeNtFg,38430,b,birthday party,79,100,85
aMk0WhTsBIE,3456,b,birthday party,7,0,5
4qpTg5E1Xok,3325,b,birthday party,4,11,2
ef5c0izPTNg,3857,b,birthday party,10,26,2
fxzxifJEE_8,110,b,birthday party,100,100,53
7wgDnx9iQfY,3675,b,birthday party,67,100,93
eFTcf7SovK4,1650,b,COVID test,13,9,1
vl4qPtARm2E,4128,b,COVID test,0,0,5
uAotk8E_0tM,774,b,COVID test,8,17,50
0KmTzoa18XQ,161,b,COVID test,0,25,5
9WayjX6vCdk,445,b,COVID test,85,41,31
LCW07ojT-Ak,1376,b,COVID test,95,57,84
8uZD12Hi0h0,1456,b,wedding,50,0,2
3l0XYe5kjs4,24389,b,wedding,2,0,4
gpvZPb_lUNU,2982,b,wedding,100,100,100
aMk0WhTsBIE,2944,b,wedding,81,100,98
fwpYnUDbusw,12826,b,wedding,88,95,4
46aBbmgwhi8,3059,b,wedding,6,0,3
KIShK9Z4lWQ,980,b,COVID test,3,2,23
N83_Oe-yJU8,2090,b,COVID test,6,4,4
Kk3TM-AtRcM,84,b,COVID test,5,2,3
HLIcL6FZ_8M,267,b,COVID test,6,1,3
dITPg8jZegc,4860,b,COVID test,6,1,4
f6HtqolhKqo,810,b,COVID test,5,4,5
banner63,6444,b,parade,39,11,2
nUJVF25soJA,415,b,parade,100,100,100
banner02,2090,b,parade,47,8,39
banner30,4444,b,parade,36,24,6
ygOY3PDSpfM,2016,b,parade,24,100,72
rIcQ4Knm0Ks,2860,b,parade,100,100,100
eVBD7TQLS-E,3000,b,COVID test,0,0,3
nGbf84wW3-M,2628,b,COVID test,95,71,16
R-ekIKPVPLU,2074,b,COVID test,5,27,4
bUsRnkh7yk4,1800,b,COVID test,1,21,5
FxAD8xt0WiM,2318,b,COVID test,13,82,4
vl4qPtARm2E,387,b,COVID test,13,15,3
yKOfh_rc7HY,1536,b,parade,100,100,3
banner32,4521,b,parade,34,0,4
banner08,456,b,parade,53,25,4
QELVDv9vhIE,1725,b,parade,100,100,100
AAtnZ6mv38k,2343,b,parade,28,25,32
banner35,616,b,parade,29,95,5
DwxxLHvp1ho,6528,b,birthday party,3,15,32
Gwz0Z1qY5Wc,3432,b,birthday party,5,11,0
4z4FuYhnakQ,1254,b,birthday party,6,48,29
5A-3of5FoB8,5070,b,birthday party,6,0,0
GUXGq5NlBOQ,2669,b,birthday party,100,100,94
759-RoOmxeo,12339,b,birthday party,10,0,0
gAm5bIhCD2M,2782,b,birthday party,7,27,3
BK_CKC5lw6I,1870,b,birthday party,5,0,0
4qpTg5E1Xok,133,b,birthday party,6,11,11
HzediMWGPVA,1260,b,birthday party,6,10,12
9UdFlj9077A,36585,b,birthday party,4,0,0
16IndzFp8HQ,27390,b,birthday party,100,100,82
ChnkhihFLrI,2825,b,COVID test,10,80,0
4mPI1ILo17w,2001,b,COVID test,7,90,2
xhXThd33-cM,2256,b,COVID test,7,49,0
Dz5ZVxWit3w,1023,b,COVID test,10,58,15
9WayjX6vCdk,1513,b,COVID test,66,100,75
R-ekIKPVPLU,1891,b,COVID test,11,94,15
0n3gVXmbG-I,22457,b,wedding,9,9,47
cBr1FeeNtFg,16653,b,wedding,11,16,6
gfDWSjftuA0,20125,b,wedding,100,100,100
gNlCq00gItY,6370,b,wedding,1,1,25
GXZK7aGNpUw,5088,b,wedding,49,50,72
HgxExb4Ig5A,2937,b,wedding,99,100,100
mSbitxEwU2M,740,b,COVID test,51,97,38
4mPI1ILo17w,3045,b,COVID test,2,23,28
6P7zkVLbxWc,928,b,COVID test,9,8,6
U1mlCwQkNsE,119,b,COVID test,5,15,2
oh0gHw8JCRk,2808,b,COVID test,2,17,8
cIhak7--M8Q,2080,b,COVID test,7,50,24
banner50,700,b,parade,4,36,14
WQr71I7FIWc,1190,b,parade,100,100,94
lumus1QxrPY,1430,b,parade,6,79,15
Mvz1Eva2TPU,1675,b,parade,100,100,94
banner65,272,b,parade,7,0,11
banner67,4144,b,parade,8,1,19
cMyKA8oVgdQ,1300,b,parade,5,40,5
97tDHvp036s,472,b,parade,11,92,6
banner33,2032,b,parade,9,94,6
banner02,380,b,parade,9,93,65
banner13,2736,b,parade,7,94,33
wjgtyMM2MYs,2700,b,parade,10,3,3
ERna-mPqw8M,224,b,birthday party,80,0,41
Eh_cnVCU7nw,80,b,birthday party,11,0,0
DeQc9JcUhMA,5022,b,birthday party,51,84,28
31U5E5xbm9Y,0,b,birthday party,8,0,1
HgxExb4Ig5A,2403,b,birthday party,4,0,0
2q0s_YRLAps,13821,b,birthday party,45,48,10
7oQKaOzzXyc,816,b,medical procedure (other than COVID test),3,3,0
DSrWjVyxEeg,1400,b,medical procedure (other than COVID test),12,0,0
_E4w1_WoqEc,0,b,medical procedure (other than COVID test),0,2,1
bUsRnkh7yk4,1200,b,medical procedure (other than COVID test),12,100,38
ddzVJ4T1qhs,1885,b,medical procedure (other than COVID test),78,100,79
o9IYeMJG6rc,1023,b,medical procedure (other than COVID test),75,2,1
g5r3RI8AG84,4526,b,medical procedure (other than COVID test),56,45,3
MEiGp8pIuXM,104,b,medical procedure (other than COVID test),33,12,25
_SnhR6gkBpQ,1448,b,medical procedure (other than COVID test),48,3,2
f_uM1i53Y-s,3888,b,medical procedure (other than COVID test),68,2,1
kZhSPnnXyPo,327,b,medical procedure (other than COVID test),3,15,54
LCW07ojT-Ak,258,b,medical procedure (other than COVID test),29,9,0
banner54,552,b,protest,93,96,100
ZKmoKvXeyBc,1365,b,protest,10,6,9
banner14,2240,b,protest,81,96,95
fNu-RiZEhqk,1048,b,protest,7,11,5
s10ko_TdA_8,2025,b,protest,8,8,5
banner15,2142,b,protest,88,94,100
7NSDVV0g-Eo,305,b,birthday party,44,0,31
dI6S2OZBY4E,7630,b,birthday party,37,8,55
H0IGc2sVXDg,19618,b,birthday party,43,11,17
_UkzUg-UIHQ,437,b,birthday party,85,100,100
CTogUTHyO9M,1331,b,birthday party,5,5,25
5A-3of5FoB8,1755,b,birthday party,5,0,4
dITPg8jZegc,1800,b,medical procedure (other than COVID test),22,7,5
ChnkhihFLrI,2373,b,medical procedure (other than COVID test),8,49,50
tD_2bLASas8,1442,b,medical procedure (other than COVID test),100,79,0
ndMrEMyRgQM,2268,b,medical procedure (other than COVID test),54,27,90
_VOXeUDJf9I,1600,b,medical procedure (other than COVID test),49,43,15
7oQKaOzzXyc,1496,b,medical procedure (other than COVID test),50,31,1
7d8gP_PZMjc,264,b,wedding,6,45,5
HpLQCPkGLhs,3042,b,wedding,14,1,4
Ayq48hGW07M,323,b,wedding,100,100,100
a5_W5FYH5A4,3220,b,wedding,88,51,4
gfDWSjftuA0,16100,b,wedding,100,100,100
G7Qs8ewt8B4,400,b,wedding,7,51,15
dcINl0zJ_YU,4636,b,wedding,100,100,100
Gwz0Z1qY5Wc,1144,b,wedding,91,100,61
5NyDtpFnEHA,13568,b,wedding,3,51,2
cBr1FeeNtFg,25620,b,wedding,5,23,23
46aBbmgwhi8,4669,b,wedding,7,0,0
gfDWSjftuA0,8050,b,wedding,99,100,100
banner55,1188,b,parade,14,49,0
banner02,3420,b,parade,3,21,1
nUJVF25soJA,1245,b,parade,57,99,42
t9uDYv8y93g,1239,b,parade,60,100,41
banner13,5113,b,parade,4,1,1
i9Y6mLjjT-4,1738,b,parade,100,100,100
19yKVDPGNv0,4320,b,wedding,4,0,2
aMk0WhTsBIE,1792,b,wedding,52,53,50
9VP1n9zTk38,199,b,wedding,74,51,83
a4XhrObLzkM,10017,b,wedding,4,37,0
FyLdDChK6sE,3400,b,wedding,76,64,96
fgLxUND-dvQ,1572,b,wedding,4,0,3
2DFAQAGZEAs,4368,b,wedding,12,100,24
G7Qs8ewt8B4,6200,b,wedding,41,96,34
a5_W5FYH5A4,2645,b,wedding,100,100,95
EMoFeXZpJyg,1728,b,wedding,21,0,1
3-sFLOcz_1I,4994,b,wedding,100,100,100
HpLQCPkGLhs,3627,b,wedding,16,59,37
34W38Agu0jg,378,b,medical procedure (other than COVID test),75,100,79
HLIcL6FZ_8M,1335,b,medical procedure (other than COVID test),6,25,0
n0-ZA-bUF_o,856,b,medical procedure (other than COVID test),6,6,0
9_81OUez2bw,208,b,medical procedure (other than COVID test),97,100,100
o9IYeMJG6rc,2883,b,medical procedure (other than COVID test),36,53,0
ckwUrjccl1U,2067,b,medical procedure (other than COVID test),36,6,0
banner66,558,b,protest,96,92,18
fNu-RiZEhqk,4061,b,protest,0,1,4
i9Y6mLjjT-4,237,b,protest,3,86,88
banner29,6844,b,protest,71,91,52
UXEKw2QFUa4,4480,b,protest,9,48,6
banner45,1122,b,protest,100,48,47
2DFAQAGZEAs,840,b,wedding,8,55,0
FexAG0oxtDw,102,b,wedding,5,28,5
Bp8t824h5NE,6776,b,wedding,100,79,100
AxlDl0L8zt8,170,b,wedding,6,48,0
fxzxifJEE_8,22,b,wedding,5,25,0
aJOeRUlrmoQ,1665,b,wedding,100,53,60
AxlDl0L8zt8,1190,b,birthday party,6,1,36
ef5c0izPTNg,4389,b,birthday party,9,17,25
8uZD12Hi0h0,1008,b,birthday party,6,1,4
cNtI9QczpnA,4920,b,birthday party,8,95,5
gAm5bIhCD2M,428,b,birthday party,4,10,41
46aBbmgwhi8,966,b,birthday party,100,100,99
fmPTpwdHqa4,4020,b,medical procedure (other than COVID test),76,82,100
D12TDsfCzb4,2587,b,medical procedure (other than COVID test),81,85,90
9tsujxIvqw4,2415,b,medical procedure (other than COVID test),37,53,1
utcuUvRYxfI,515,b,medical procedure (other than COVID test),7,0,0
FxAD8xt0WiM,2806,b,medical procedure (other than COVID test),24,0,0
Fj5R_U2TaPk,1460,b,medical procedure (other than COVID test),24,0,5
6P7zkVLbxWc,464,b,medical procedure (other than COVID test),25,14,2
Ns4Ml5sPGSo,894,b,medical procedure (other than COVID test),50,20,3
_SnhR6gkBpQ,6335,b,medical procedure (other than COVID test),47,22,51
U4c8adLgEd0,105,b,medical procedure (other than COVID test),17,14,7
ndMrEMyRgQM,2940,b,medical procedure (other than COVID test),0,5,2
0KmTzoa18XQ,2898,b,medical procedure (other than COVID test),100,13,10
eISbZutaed8,1668,b,birthday party,46,54,17
5A-3of5FoB8,6825,b,birthday party,4,0,2
_UkzUg-UIHQ,513,b,birthday party,45,52,54
46xhFCXBMJs,10325,b,birthday party,11,0,6
cBr1FeeNtFg,26901,b,birthday party,14,92,33
a5_W5FYH5A4,1840,b,birthday party,33,25,23
s10ko_TdA_8,2592,b,parade,100,100,99
UM4oYR0bNNU,1540,b,parade,90,100,55
banner58,1120,b,parade,3,0,6
banner47,2280,b,parade,6,0,63
"""-jmFL0i8_ZU""",1050,b,parade,5,85,63
banner63,4117,b,parade,6,0,99
gpvZPb_lUNU,3692,b,wedding,71,86,36
fsucWkxGVE4,9234,b,wedding,9,100,6
2q0s_YRLAps,19512,b,wedding,2,80,5
de8dLXvgV-I,0,b,wedding,7,1,5
fwpYnUDbusw,1749,b,wedding,4,100,4
Eh_cnVCU7nw,200,b,wedding,70,0,42
9tGS3c1Ja6o,4698,b,birthday party,0,6,3
5NyDtpFnEHA,2968,b,birthday party,99,83,71
fzguPxHw7FQ,6930,b,birthday party,74,47,50
759-RoOmxeo,2742,b,birthday party,2,6,5
eISbZutaed8,4726,b,birthday party,0,7,4
aMk0WhTsBIE,3584,b,birthday party,5,12,21
banner15,1190,b,parade,8,0,60
UXEKw2QFUa4,1024,b,parade,97,100,100
banner27,4440,b,parade,8,0,5
banner50,504,b,parade,11,0,4
wjgtyMM2MYs,750,b,parade,5,96,4
s7wWKYGtO6U,2800,b,parade,88,99,99
nnqZqPuPQ7E,950,b,medical procedure (other than COVID test),5,4,2
KIShK9Z4lWQ,3220,b,medical procedure (other than COVID test),9,2,21
R-ekIKPVPLU,1464,b,medical procedure (other than COVID test),16,46,7
cIuGwaBFX8I,473,b,medical procedure (other than COVID test),27,52,49
tD_2bLASas8,0,b,medical procedure (other than COVID test),5,1,5
"""-lcdWy3VPOs""",3564,b,medical procedure (other than COVID test),69,54,48
Kk3TM-AtRcM,1428,b,medical procedure (other than COVID test),4,28,50
Dz5ZVxWit3w,3162,b,medical procedure (other than COVID test),83,0,76
aoz22H-Kii8,2484,b,medical procedure (other than COVID test),9,100,23
Ns4Ml5sPGSo,2086,b,medical procedure (other than COVID test),4,0,2
co8sDzBuUqI,1264,b,medical procedure (other than COVID test),4,0,2
cIuGwaBFX8I,172,b,medical procedure (other than COVID test),48,100,93
hDma7N2a3m4,3807,b,COVID test,31,59,56
vl4qPtARm2E,2193,b,COVID test,95,82,73
bUsRnkh7yk4,3000,b,COVID test,4,16,3
f6HtqolhKqo,4725,b,COVID test,0,14,2
DEiapWRTPIU,2828,b,COVID test,100,78,4
34W38Agu0jg,21,b,COVID test,12,11,3
gNlCq00gItY,4368,b,birthday party,80,84,76
a5_W5FYH5A4,575,b,birthday party,36,12,6
0n3gVXmbG-I,0,b,birthday party,1,5,3
4z4FuYhnakQ,3192,b,birthday party,50,19,15
ERna-mPqw8M,8,b,birthday party,67,55,25
GPRS1QbPtj4,1134,b,birthday party,0,26,4
banner31,0,b,parade,8,0,11
banner29,5428,b,parade,5,75,80
s10ko_TdA_8,2106,b,parade,100,100,96
banner09,2296,b,parade,13,56,14
ZKmoKvXeyBc,520,b,parade,57,95,91
WYF7OP9wBiU,121,b,parade,29,90,55
6fdzHKRMn6Q,1584,b,wedding,0,13,5
gpvZPb_lUNU,5112,b,wedding,0,0,5
eMlspUkrUp4,164,b,wedding,1,15,6
4qpTg5E1Xok,2660,b,wedding,95,85,100
6VC9ci9TnHE,267,b,wedding,56,10,4
byhX5cDBYxA,4900,b,wedding,100,96,92
bGElL___Dz0,256,b,medical procedure (other than COVID test),5,50,5
CbX_cJxEsG8,950,b,medical procedure (other than COVID test),52,0,95
DST89EJIPzI,357,b,medical procedure (other than COVID test),73,51,45
co8sDzBuUqI,4424,b,medical procedure (other than COVID test),84,54,3
nfV3pWn3rIA,783,b,medical procedure (other than COVID test),3,0,4
IV4fpTCAUUM,2135,b,medical procedure (other than COVID test),4,50,49
Hdjm5SEBl8A,485,b,medical procedure (other than COVID test),7,3,1
U1mlCwQkNsE,2618,b,medical procedure (other than COVID test),34,0,2
mSbitxEwU2M,2220,b,medical procedure (other than COVID test),47,17,45
uAotk8E_0tM,1720,b,medical procedure (other than COVID test),86,100,100
_SnhR6gkBpQ,3801,b,medical procedure (other than COVID test),7,18,0
Ed_AMtyvreU,1274,b,medical procedure (other than COVID test),100,100,100
LCW07ojT-Ak,688,b,medical procedure (other than COVID test),5,0,3
Dz5ZVxWit3w,279,b,medical procedure (other than COVID test),84,100,100
tB3ScSis4ZI,1284,b,medical procedure (other than COVID test),3,49,6
BH3ZaaxgPuw,0,b,medical procedure (other than COVID test),8,1,6
9_81OUez2bw,143,b,medical procedure (other than COVID test),4,81,71
Sc3GnZFDstw,1050,b,medical procedure (other than COVID test),79,58,100
banner67,3552,b,protest,83,100,99
nUJVF25soJA,2324,b,protest,80,97,49
banner64,680,b,protest,77,100,98
banner65,2448,b,protest,6,0,15
WQr71I7FIWc,1820,b,protest,7,0,5
UM4oYR0bNNU,396,b,protest,47,1,4
banner09,1968,b,protest,4,24,20
banner37,3940,b,protest,95,100,96
Mvz1Eva2TPU,1943,b,protest,5,1,41
banner33,1524,b,protest,94,96,95
R9-GPHlze48,980,b,protest,14,0,5
x9l_yFj3F6U,693,b,protest,6,51,5
8uZD12Hi0h0,2352,b,birthday party,4,9,4
dWZ9Iv7tPKk,4615,b,birthday party,3,6,14
GXZK7aGNpUw,0,b,birthday party,6,1,2
H0IGc2sVXDg,8655,b,birthday party,87,94,69
fwpYnUDbusw,11660,b,birthday party,8,3,17
byhX5cDBYxA,175,b,birthday party,5,1,3
4nAse9fEOww,23260,b,wedding,100,100,99
a5_W5FYH5A4,0,b,wedding,7,1,2
FexAG0oxtDw,306,b,wedding,6,0,6
eMlspUkrUp4,902,b,wedding,10,15,33
46aBbmgwhi8,2576,b,wedding,7,0,3
Gyt7uyHxJfo,389,b,wedding,100,100,96
IV4fpTCAUUM,793,b,COVID test,100,11,27
79zs_gX2y5Q,6426,b,COVID test,1,69,5
N83_Oe-yJU8,3740,b,COVID test,24,12,4
4gRjBTFH4mM,1155,b,COVID test,22,13,5
U1mlCwQkNsE,3689,b,COVID test,44,13,3
xhXThd33-cM,4935,b,COVID test,40,13,4
CbX_cJxEsG8,350,b,medical procedure (other than COVID test),6,1,25
MEiGp8pIuXM,3640,b,medical procedure (other than COVID test),10,9,0
oh0gHw8JCRk,624,b,medical procedure (other than COVID test),6,0,0
3rVj5ziqKUg,452,b,medical procedure (other than COVID test),10,27,0
5TahRMklod8,804,b,medical procedure (other than COVID test),7,14,25
_n5aQixPJkg,1040,b,medical procedure (other than COVID test),4,22,3
banner46,942,b,protest,98,100,100
banner32,0,b,protest,16,5,7
97tDHvp036s,1711,b,protest,96,100,76
banner12,1474,b,protest,73,89,49
AAtnZ6mv38k,1846,b,protest,77,100,86
ujwTA68t3qI,0,b,protest,10,0,7
W8dq1uH9V5o,1239,b,parade,5,47,61
banner22,608,b,parade,8,0,33
i9Y6mLjjT-4,1422,b,parade,100,100,100
banner58,896,b,parade,8,0,5
banner19,520,b,parade,2,0,10
pOCLZsJLu00,3243,b,parade,100,100,100
_SnhR6gkBpQ,4344,b,COVID test,8,2,5
nGbf84wW3-M,1606,b,COVID test,52,87,62
U1mlCwQkNsE,952,b,COVID test,63,83,31
_n5aQixPJkg,2080,b,COVID test,3,21,16
HLIcL6FZ_8M,2314,b,COVID test,100,63,34
cIhak7--M8Q,1300,b,COVID test,3,100,19
79zs_gX2y5Q,4998,b,medical procedure (other than COVID test),66,4,74
ECJxSZXBBk8,516,b,medical procedure (other than COVID test),36,50,61
HJsKFGUE-Ak,5145,b,medical procedure (other than COVID test),3,51,1
nZ5ARMIiQ4A,1485,b,medical procedure (other than COVID test),43,10,10
"""-BCDM4i3Cho""",924,b,medical procedure (other than COVID test),2,100,60
utcuUvRYxfI,3502,b,medical procedure (other than COVID test),5,50,2
aoz22H-Kii8,1104,b,medical procedure (other than COVID test),7,1,72
5TahRMklod8,2010,b,medical procedure (other than COVID test),89,100,66
U4c8adLgEd0,2205,b,medical procedure (other than COVID test),51,81,42
CtZpSbLwLUM,4250,b,medical procedure (other than COVID test),59,3,0
4mPI1ILo17w,261,b,medical procedure (other than COVID test),70,100,86
DSrWjVyxEeg,2100,b,medical procedure (other than COVID test),4,0,3
